iso3,year,gdp
GTM,1993,11400017301
GTM,1994,12983233311
GTM,1995,14655404433
GTM,1996,15674835615
GTM,1997,17790026222
GTM,1998,19395491993
GTM,1999,18318412251
GTM,2000,19288929030
GTM,2001,18405220247
GTM,2002,20444205991
GTM,2003,21576351799
GTM,2004,23577298095
GTM,2005,26783389294
GTM,2006,29744246827
GTM,2007,33567850824
GTM,2008,38503720224
GTM,2009,37126148265
GTM,2010,40676578423
GTM,2011,46876006272
GTM,2012,49593929487
GTM,2013,52996446269
GTM,2014,57852153059
GTM,2015,62186064719
GTM,2016,66053403469
GTM,2017,71653754066
GTM,2018,73328365862
GTM,2019,77172317259
GTM,2020,77715183063
GIN,1990,3888320666
GIN,1991,4396178694
GIN,1992,4789220417
GIN,1993,4781166117
GIN,1994,4932800407
GIN,1995,5385704166
GIN,1996,5641243100
GIN,1997,5516916163
GIN,1998,5232118046
GIN,1999,5046806783
GIN,2000,4367458867
GIN,2001,4125527603
GIN,2002,4301608753
GIN,2003,5025167975
GIN,2004,5300767961
GIN,2005,4282468637
GIN,2006,4220019243
GIN,2007,6281917650
GIN,2008,6964179188
GIN,2009,6716904517
GIN,2010,6853467832
GIN,2011,6785137216
GIN,2012,7638045226
GIN,2013,8376613881
GIN,2014,8778473643
GIN,2015,8794202394
GIN,2016,8595955600
GIN,2017,10324668271
GIN,2018,11857030367
GIN,2019,13442861496
GIN,2020,14177835841
GNB,1990,634187269.2
GNB,1991,668470890
GNB,1992,588309271.2
GNB,1993,615779519.1
GNB,1994,612502084.6
GNB,1995,660195401.9
GNB,1996,702965147.5
GNB,1997,698107222.5
GNB,1998,591034143.3
GNB,1999,579365780.2
GNB,2000,391345597.5
GNB,2001,412610871.5
GNB,2002,466773711.2
GNB,2003,553614800.1
GNB,2004,582169841.3
GNB,2005,639776040.6
GNB,2006,634781901.3
GNB,2007,753162998.1
GNB,2008,952667544
GNB,2009,890167833.4
GNB,2010,940112539
GNB,2011,1157074319
GNB,2012,1049412177
GNB,2013,1109682824
GNB,2014,1135250721
GNB,2015,1152384167
GNB,2016,1245074264
GNB,2017,1469978606
GNB,2018,1554133594
GNB,2019,1486476582
GNB,2020,1520479985
GUY,1990,396582263.3
GUY,1991,348533094.8
GUY,1992,373573141.5
GUY,1993,454101382.5
GUY,1994,540874934.2
GUY,1995,621626785.9
GUY,1996,705406001.4
GUY,1997,749138009.6
GUY,1998,717530683.2
GUY,1999,694754988.3
GUY,2000,712667896.7
GUY,2001,712167450.2
GUY,2002,726131434.7
GUY,2003,743063950.3
GUY,2004,787814379.2
GUY,2005,824880550.3
GUY,2006,2379817991
GUY,2007,2730971595
GUY,2008,3025187433
GUY,2009,3165663153
GUY,2010,3432912517
GUY,2011,3691384318
GUY,2012,4063088536
GUY,2013,4167800929
GUY,2014,4127660152
GUY,2015,4279840194
GUY,2016,4482697337
GUY,2017,4748174334
GUY,2018,4787636998
GUY,2019,5173760192
GUY,2020,5471256595
HTI,1990,3096289800
HTI,1991,3473562628
HTI,1992,2257129792
HTI,1993,1878253767
HTI,1994,2167569046
HTI,1995,2813313279
HTI,1996,2907517604
HTI,1997,3338949152
HTI,1998,3723903724
HTI,1999,4153725884
HTI,2000,6813566099
HTI,2001,6331970324
HTI,2002,6205847214
HTI,2003,5071947798
HTI,2004,6087360684
HTI,2005,7030149730
HTI,2006,7638739123
HTI,2007,9228637768
HTI,2008,10432962635
HTI,2009,11597002835
HTI,2010,11859312725
HTI,2011,13008746039
HTI,2012,13708925477
HTI,2013,14902488604
HTI,2014,15146883498
HTI,2015,14849629309
HTI,2016,14069277526
HTI,2017,15093357161
HTI,2018,16403864618
HTI,2019,15016090930
HTI,2020,14508222518
HND,1990,4923009552
HND,1991,4648668479
HND,1992,4943700431
HND,1993,4926728933
HND,1994,4642280682
HND,1995,5347445005
HND,1996,5215028986
HND,1997,5737099650
HND,1998,6366340266
HND,1999,6414520530
HND,2000,7186638029
HND,2001,7651162302
HND,2002,7858255413
HND,2003,8230391347
HND,2004,8869299234
HND,2005,9757012697
HND,2006,10917477066
HND,2007,12361257681
HND,2008,13881731876
HND,2009,14587496229
HND,2010,15839344592
HND,2011,17710275685
HND,2012,18528554398
HND,2013,18499729215
HND,2014,19756533972
HND,2015,20979791685
HND,2016,21717604952
HND,2017,23136247991
HND,2018,24067750760
HND,2019,24882225742
HND,2020,23352232484
HKG,1990,76928784621
HKG,1991,88959997900
HKG,1992,104273000000
HKG,1993,120354000000
HKG,1994,135812000000
HKG,1995,144652000000
HKG,1996,159718000000
HKG,1997,177353000000
HKG,1998,168885000000
HKG,1999,165768000000
HKG,2000,171669000000
HKG,2001,169404000000
HKG,2002,166349000000
HKG,2003,161386000000
HKG,2004,169100000000
HKG,2005,181569000000
HKG,2006,193535000000
HKG,2007,211597000000
HKG,2008,219279000000
HKG,2009,214048000000
HKG,2010,228639000000
HKG,2011,248514000000
HKG,2012,262629000000
HKG,2013,275697000000
HKG,2014,291460000000
HKG,2015,309386000000
HKG,2016,320860000000
HKG,2017,341273000000
HKG,2018,361731000000
HKG,2019,363075000000
HKG,2020,344943000000
HUN,1990,34365891769
HUN,1991,34753569693
HUN,1992,38730585922
HUN,1993,40124916941
HUN,1994,43166678735
HUN,1995,46425677734
HUN,1996,46658755152
HUN,1997,47296952929
HUN,1998,48706787306
HUN,1999,49073380174
HUN,2000,47218405892
HUN,2001,53749989092
HUN,2002,67608919144
HUN,2003,85285062818
HUN,2004,104121000000
HUN,2005,113211000000
HUN,2006,115716000000
HUN,2007,140187000000
HUN,2008,158326000000
HUN,2009,131069000000
HUN,2010,132175000000
HUN,2011,141942000000
HUN,2012,128814000000
HUN,2013,135684000000
HUN,2014,141034000000
HUN,2015,125174000000
HUN,2016,128610000000
HUN,2017,143112000000
HUN,2018,160566000000
HUN,2019,164020000000
HUN,2020,157289000000
ISL,1990,6468736356
ISL,1991,6909730288
ISL,1992,7080981738
ISL,1993,6218581532
ISL,1994,6389460343
ISL,1995,7123633418
ISL,1996,7426082271
ISL,1997,7569672925
ISL,1998,8503693099
ISL,1999,8982047589
ISL,2000,9025660362
ISL,2001,8234846805
ISL,2002,9318395055
ISL,2003,11429333038
ISL,2004,13825302536
ISL,2005,16852963067
ISL,2006,17465318552
ISL,2007,21652505597
ISL,2008,18074622987
ISL,2009,13154414219
ISL,2010,13751161918
ISL,2011,15221622926
ISL,2012,14751508134
ISL,2013,16125060515
ISL,2014,17867662178
ISL,2015,17517210519
ISL,2016,20793168031
ISL,2017,24728285177
ISL,2018,26260850582
ISL,2019,24681343649
ISL,2020,21629953194
IND,1990,320979000000
IND,1991,270105000000
IND,1992,288208000000
IND,1993,279296000000
IND,1994,327275000000
IND,1995,360282000000
IND,1996,392897000000
IND,1997,415868000000
IND,1998,421351000000
IND,1999,458821000000
IND,2000,468396000000
IND,2001,485440000000
IND,2002,514939000000
IND,2003,607701000000
IND,2004,709153000000
IND,2005,820384000000
IND,2006,940260000000
IND,2007,1216740000000
IND,2008,1198900000000
IND,2009,1341890000000
IND,2010,1675620000000
IND,2011,1823050000000
IND,2012,1827640000000
IND,2013,1856720000000
IND,2014,2039130000000
IND,2015,2103590000000
IND,2016,2294800000000
IND,2017,2651470000000
IND,2018,2702930000000
IND,2019,2835610000000
IND,2020,2674850000000
IDN,1990,106141000000
IDN,1991,116622000000
IDN,1992,128027000000
IDN,1993,158007000000
IDN,1994,176892000000
IDN,1995,202132000000
IDN,1996,227370000000
IDN,1997,215749000000
IDN,1998,95445547873
IDN,1999,140001000000
IDN,2000,165021000000
IDN,2001,160447000000
IDN,2002,195661000000
IDN,2003,234772000000
IDN,2004,256837000000
IDN,2005,285869000000
IDN,2006,364571000000
IDN,2007,432217000000
IDN,2008,510229000000
IDN,2009,539580000000
IDN,2010,755094000000
IDN,2011,892969000000
IDN,2012,917870000000
IDN,2013,912524000000
IDN,2014,890815000000
IDN,2015,860854000000
IDN,2016,931877000000
IDN,2017,1015620000000
IDN,2018,1042270000000
IDN,2019,1119100000000
IDN,2020,1059050000000
IRN,1990,124813000000
IRN,1993,63743623231
IRN,1994,71841461172
IRN,1995,96419225745
IRN,1996,120404000000
IRN,1997,113919000000
IRN,1998,110277000000
IRN,1999,113848000000
IRN,2000,109592000000
IRN,2001,126879000000
IRN,2002,128627000000
IRN,2003,153545000000
IRN,2004,190043000000
IRN,2005,226452000000
IRN,2006,266299000000
IRN,2007,349882000000
IRN,2008,412336000000
IRN,2009,416397000000
IRN,2010,486808000000
IRN,2011,626133000000
IRN,2012,644036000000
IRN,2013,492776000000
IRN,2014,460383000000
IRN,2015,408213000000
IRN,2016,457955000000
IRN,2017,486630000000
IRN,2018,329692000000
IRN,2019,283650000000
IRN,2020,239735000000
IRQ,1990,180408000000
IRQ,1991,407796349.7
IRQ,1992,553671957.7
IRQ,1993,1031944881
IRQ,1994,3991349283
IRQ,1995,12894029888
IRQ,1996,10433698621
IRQ,1997,20764857056
IRQ,1998,20617405044
IRQ,1999,36881601584
IRQ,2000,48364250944
IRQ,2001,36176430129
IRQ,2002,32928454672
IRQ,2003,21921569479
IRQ,2004,36633669269
IRQ,2005,50065104668
IRQ,2006,65147051918
IRQ,2007,88837057320
IRQ,2008,131614000000
IRQ,2009,111658000000
IRQ,2010,138517000000
IRQ,2011,185750000000
IRQ,2012,218002000000
IRQ,2013,234638000000
IRQ,2014,228416000000
IRQ,2015,166774000000
IRQ,2016,166744000000
IRQ,2017,187218000000
IRQ,2018,227367000000
IRQ,2019,233636000000
IRQ,2020,180899000000
IRL,1990,49305632408
IRL,1991,49787501584
IRL,1992,55918538121
IRL,1993,52417477614
IRL,1994,57097656066
IRL,1995,69139823232
IRL,1996,75790786290
IRL,1997,82856648758
IRL,1998,90199410116
IRL,1999,98893958263
IRL,2000,100208000000
IRL,2001,109347000000
IRL,2002,128596000000
IRL,2003,164671000000
IRL,2004,194372000000
IRL,2005,211877000000
IRL,2006,232181000000
IRL,2007,270079000000
IRL,2008,275447000000
IRL,2009,236443000000
IRL,2010,221914000000
IRL,2011,239171000000
IRL,2012,225119000000
IRL,2013,238112000000
IRL,2014,259682000000
IRL,2015,292364000000
IRL,2016,298559000000
IRL,2017,337242000000
IRL,2018,386693000000
IRL,2019,398933000000
IRL,2020,428609000000
IMN,1995,914762873.7
IMN,1996,1023005863
IMN,1997,1180968165
IMN,1998,1382605389
IMN,1999,1567402514
IMN,2000,1563667800
IMN,2001,1659131244
IMN,2002,1947332922
IMN,2003,2328658228
IMN,2004,2822358473
IMN,2005,3032411027
IMN,2006,3422733202
IMN,2007,4466350656
IMN,2008,5928791505
IMN,2009,5486921247
IMN,2010,5920369790
IMN,2011,6565667053
IMN,2012,6690228372
IMN,2013,7001175623
IMN,2014,7708454412
IMN,2015,7084800892
IMN,2016,6846377563
IMN,2017,6979788334
IMN,2018,7491649456
IMN,2019,7314967866
IMN,2020,6684225641
ISR,1990,61661395509
ISR,1991,70591957102
ISR,1992,79002421133
ISR,1993,79398331245
ISR,1994,90220195074
ISR,1995,104893000000
ISR,1996,114506000000
ISR,1997,118859000000
ISR,1998,120057000000
ISR,1999,120923000000
ISR,2000,136036000000
ISR,2001,134636000000
ISR,2002,125061000000
ISR,2003,131300000000
ISR,2004,139973000000
ISR,2005,147084000000
ISR,2006,158670000000
ISR,2007,184052000000
ISR,2008,220531000000
ISR,2009,211970000000
ISR,2010,238364000000
ISR,2011,266792000000
ISR,2012,262282000000
ISR,2013,297733000000
ISR,2014,314330000000
ISR,2015,303414000000
ISR,2016,322103000000
ISR,2017,358245000000
ISR,2018,376692000000
ISR,2019,402471000000
ISR,2020,413268000000
ITA,1990,1181220000000
ITA,1991,1246220000000
ITA,1992,1320160000000
ITA,1993,1064960000000
ITA,1994,1099220000000
ITA,1995,1174660000000
ITA,1996,1312430000000
ITA,1997,1241880000000
ITA,1998,1270050000000
ITA,1999,1252450000000
ITA,2000,1146680000000
ITA,2001,1168020000000
ITA,2002,1276770000000
ITA,2003,1577620000000
ITA,2004,1806540000000
ITA,2005,1858220000000
ITA,2006,1949550000000
ITA,2007,2213100000000
ITA,2008,2408660000000
ITA,2009,2199930000000
ITA,2010,2136100000000
ITA,2011,2294990000000
ITA,2012,2086960000000
ITA,2013,2141920000000
ITA,2014,2162010000000
ITA,2015,1836640000000
ITA,2016,1877070000000
ITA,2017,1961800000000
ITA,2018,2091930000000
ITA,2019,2011300000000
ITA,2020,1897460000000
JAM,1990,4592208087
JAM,1991,4106207649
JAM,1992,3535460090
JAM,1993,5440075676
JAM,1994,5452558947
JAM,1995,6577520643
JAM,1996,7393891921
JAM,1997,8400041724
JAM,1998,8787195622
JAM,1999,8887057997
JAM,2000,9005064475
JAM,2001,9194727831
JAM,2002,9719009495
JAM,2003,9430234811
JAM,2004,10174664854
JAM,2005,11243865778
JAM,2006,11930179090
JAM,2007,12799600047
JAM,2008,13709401520
JAM,2009,12120458115
JAM,2010,13220549908
JAM,2011,14444661522
JAM,2012,14807086556
JAM,2013,14264205153
JAM,2014,13899217680
JAM,2015,14188936918
JAM,2016,14077096677
JAM,2017,14808985133
JAM,2018,15730792876
JAM,2019,15830766531
JAM,2020,13812421836
JPN,1990,3185900000000
JPN,1991,3648070000000
JPN,1992,3980700000000
JPN,1993,4536940000000
JPN,1994,4998800000000
JPN,1995,5545560000000
JPN,1996,4923390000000
JPN,1997,4492450000000
JPN,1998,4098360000000
JPN,1999,4635980000000
JPN,2000,4968360000000
JPN,2001,4374710000000
JPN,2002,4182850000000
JPN,2003,4519560000000
JPN,2004,4893120000000
JPN,2005,4831470000000
JPN,2006,4601660000000
JPN,2007,4579750000000
JPN,2008,5106680000000
JPN,2009,5289490000000
JPN,2010,5759070000000
JPN,2011,6233150000000
JPN,2012,6272360000000
JPN,2013,5212330000000
JPN,2014,4896990000000
JPN,2015,4444930000000
JPN,2016,5003680000000
JPN,2017,4930840000000
JPN,2018,5040880000000
JPN,2019,5117990000000
JPN,2020,5055590000000
JOR,1990,4160087508
JOR,1991,4344467193
JOR,1992,5310833194
JOR,1993,5606400222
JOR,1994,6236295978
JOR,1995,6727597032
JOR,1996,6927503526
JOR,1997,7245839210
JOR,1998,7912270804
JOR,1999,8149929478
JOR,2000,8460789845
JOR,2001,8975814653
JOR,2002,9582510578
JOR,2003,10195627645
JOR,2004,11411706629
JOR,2005,12588998590
JOR,2006,15056981664
JOR,2007,17110437236
JOR,2008,22658715989
JOR,2009,24537876056
JOR,2010,27133804225
JOR,2011,29524149155
JOR,2012,31634561690
JOR,2013,34454440141
JOR,2014,36847643521
JOR,2015,38587017887
JOR,2016,39892551127
JOR,2017,41608435915
JOR,2018,43370860704
JOR,2019,44502816901
JOR,2020,43700383099
KAZ,1990,26932016270
KAZ,1991,24923076923
KAZ,1992,24917355372
KAZ,1993,23409260880
KAZ,1994,21250792886
KAZ,1995,20374302652
KAZ,1996,21035357937
KAZ,1997,22165932063
KAZ,1998,22135245507
KAZ,1999,16870817182
KAZ,2000,18291990662
KAZ,2001,22152689180
KAZ,2002,24636598527
KAZ,2003,30833692900
KAZ,2004,43151647003
KAZ,2005,57123671734
KAZ,2006,81003864630
KAZ,2007,104850000000
KAZ,2008,133442000000
KAZ,2009,115309000000
KAZ,2010,148047000000
KAZ,2011,192626000000
KAZ,2012,207999000000
KAZ,2013,236635000000
KAZ,2014,221416000000
KAZ,2015,184388000000
KAZ,2016,137278000000
KAZ,2017,166806000000
KAZ,2018,179340000000
KAZ,2019,181667000000
KAZ,2020,171082000000
KEN,1990,8572359038
KEN,1991,8151488783
KEN,1992,8209120763
KEN,1993,5751786643
KEN,1994,7148148564
KEN,1995,9046320255
KEN,1996,12045865396
KEN,1997,13115764358
KEN,1998,14093998844
KEN,1999,12896010459
KEN,2000,12705350098
KEN,2001,12986007426
KEN,2002,13147736899
KEN,2003,14904517650
KEN,2004,16095337094
KEN,2005,18737895513
KEN,2006,25825512284
KEN,2007,31958195182
KEN,2008,35895153328
KEN,2009,42347217913
KEN,2010,45405615064
KEN,2011,46869473151
KEN,2012,56396704672
KEN,2013,61671440408
KEN,2014,68285796514
KEN,2015,70120446897
KEN,2016,74815144164
KEN,2017,82036510877
KEN,2018,92202979985
KEN,2019,100378000000
KEN,2020,100658000000
KIR,1990,36688453.36
KIR,1991,41285104.02
KIR,1992,61689952.18
KIR,1993,59161135.89
KIR,1994,67263705.16
KIR,1995,68938269.12
KIR,1996,81385876.26
KIR,1997,80155561.16
KIR,1998,74756820.46
KIR,1999,77421852.32
KIR,2000,74790109.38
KIR,2001,65168750.86
KIR,2002,74977058.65
KIR,2003,95984600.96
KIR,2004,104430808
KIR,2005,113786233.1
KIR,2006,112201076.4
KIR,2007,138066995.1
KIR,2008,146790160.5
KIR,2009,140384919.9
KIR,2010,165113529.3
KIR,2011,195984787.5
KIR,2012,207081997.2
KIR,2013,201768028.6
KIR,2014,200114840.7
KIR,2015,191572320.4
KIR,2016,206658568.8
KIR,2017,223029864.5
KIR,2018,233859230.2
KIR,2019,216891541
KIR,2020,222973879.7
KOR,1990,283366000000
KOR,1991,330647000000
KOR,1992,355525000000
KOR,1993,392666000000
KOR,1994,463620000000
KOR,1995,566581000000
KOR,1996,610167000000
KOR,1997,569755000000
KOR,1998,383332000000
KOR,1999,497514000000
KOR,2000,576179000000
KOR,2001,547656000000
KOR,2002,627247000000
KOR,2003,702715000000
KOR,2004,793176000000
KOR,2005,934901000000
KOR,2006,1053220000000
KOR,2007,1172610000000
KOR,2008,1047340000000
KOR,2009,943942000000
KOR,2010,1143670000000
KOR,2011,1253290000000
KOR,2012,1278050000000
KOR,2013,1370630000000
KOR,2014,1484490000000
KOR,2015,1466040000000
KOR,2016,1499680000000
KOR,2017,1623070000000
KOR,2018,1725370000000
KOR,2019,1651420000000
KOR,2020,1644310000000
XKX,2008,5181776769
XKX,2009,5015894693
XKX,2010,5343950556
XKX,2011,6341613610
XKX,2012,6163484245
XKX,2013,6735328610
XKX,2014,7074394735
XKX,2015,6295848423
XKX,2016,6682677290
XKX,2017,7180764703
XKX,2018,7878759715
XKX,2019,7899737577
XKX,2020,7717145218
KWT,1990,18427777778
KWT,1991,11009993703
KWT,1992,19858555215
KWT,1993,23941391391
KWT,1994,24848483838
KWT,1995,27186980647
KWT,1996,31492373309
KWT,1997,30350190704
KWT,1998,25943705784
KWT,1999,30122365849
KWT,2000,37718743480
KWT,2001,34889559870
KWT,2002,38135788414
KWT,2003,47874582232
KWT,2004,59439090601
KWT,2005,80798630137
KWT,2006,101557000000
KWT,2007,114634000000
KWT,2008,147380000000
KWT,2009,105969000000
KWT,2010,115416000000
KWT,2011,154039000000
KWT,2012,174048000000
KWT,2013,174168000000
KWT,2014,162650000000
KWT,2015,114586000000
KWT,2016,109407000000
KWT,2017,120688000000
KWT,2018,138203000000
KWT,2019,138696000000
KWT,2020,107513000000
KGZ,1990,2675000000
KGZ,1991,2569444444
KGZ,1992,2316562500
KGZ,1993,2028295455
KGZ,1994,1681006993
KGZ,1995,1661018519
KGZ,1996,1827570586
KGZ,1997,1767864036
KGZ,1998,1645963750
KGZ,1999,1249061487
KGZ,2000,1369688498
KGZ,2001,1525116370
KGZ,2002,1605643105
KGZ,2003,1919008090
KGZ,2004,2211534585
KGZ,2005,2460246766
KGZ,2006,2834168889
KGZ,2007,3802570553
KGZ,2008,5139958909
KGZ,2009,4690061381
KGZ,2010,4794361863
KGZ,2011,6197765984
KGZ,2012,6605142884
KGZ,2013,7335033801
KGZ,2014,7468102413
KGZ,2015,6678177512
KGZ,2016,6813095379
KGZ,2017,7702938379
KGZ,2018,8271106235
KGZ,2019,9371275264
KGZ,2020,8270468614
LAO,1990,865559879.4
LAO,1991,1028087972
LAO,1992,1127806945
LAO,1993,1327748690
LAO,1994,1543606345
LAO,1995,1763536305
LAO,1996,1873671550
LAO,1997,1747011857
LAO,1998,1280177839
LAO,1999,1454430642
LAO,2000,1731198022
LAO,2001,1768619058
LAO,2002,1758176653
LAO,2003,2023324407
LAO,2004,2366398120
LAO,2005,2735558735
LAO,2006,3455030061
LAO,2007,4223152739
LAO,2008,5446433157
LAO,2009,5836137330
LAO,2010,7131771015
LAO,2011,8750104617
LAO,2012,10192846339
LAO,2013,11983252627
LAO,2014,13279245886
LAO,2015,14426380126
LAO,2016,15912501723
LAO,2017,17071155481
LAO,2018,18141641090
LAO,2019,18740561513
LAO,2020,18981805250
LVA,1995,5789128637
LVA,1996,5975248851
LVA,1997,6527926446
LVA,1998,7166275468
LVA,1999,7533788134
LVA,2000,7958852839
LVA,2001,8362398702
LVA,2002,9557031605
LVA,2003,11771975157
LVA,2004,14435700533
LVA,2005,17003459863
LVA,2006,21570076499
LVA,2007,31054350978
LVA,2008,35854274229
LVA,2009,26410909091
LVA,2010,23956163077
LVA,2011,27474380566
LVA,2012,28169902669
LVA,2013,30204783462
LVA,2014,31386896487
LVA,2015,27263090547
LVA,2016,28083597512
LVA,2017,30483806018
LVA,2018,34429023435
LVA,2019,34225547537
LVA,2020,34390910339
LBN,1990,2838485354
LBN,1991,4690415093
LBN,1992,5843579161
LBN,1993,7941744492
LBN,1994,9599127050
LBN,1995,11718795529
LBN,1996,13690217334
LBN,1997,15751867489
LBN,1998,17247179006
LBN,1999,17391056369
LBN,2000,17260364842
LBN,2001,17649751244
LBN,2002,19152238806
LBN,2003,20082918740
LBN,2004,21159827992
LBN,2005,21497336499
LBN,2006,22022709851
LBN,2007,24827355015
LBN,2008,29118916105
LBN,2009,35399582929
LBN,2010,38443907042
LBN,2011,39927125962
LBN,2012,44016799516
LBN,2013,46880103081
LBN,2014,48095213747
LBN,2015,49929337837
LBN,2016,51147308774
LBN,2017,53027680686
LBN,2018,54901519156
LBN,2019,51605959131
LBN,2020,31712128254
LSO,1990,596410263.7
LSO,1991,704325366.7
LSO,1992,831029861.7
LSO,1993,835582062.5
LSO,1994,878250945.3
LSO,1995,1001894000
LSO,1996,946112492.8
LSO,1997,998004258.7
LSO,1998,928460893.1
LSO,1999,912773681.1
LSO,2000,887291687.9
LSO,2001,825706961.2
LSO,2002,775777238.6
LSO,2003,1157825435
LSO,2004,1511236656
LSO,2005,1682343527
LSO,2006,1800092564
LSO,2007,1682131785
LSO,2008,1766902709
LSO,2009,1740894965
LSO,2010,2234754242
LSO,2011,2579409620
LSO,2012,2477702216
LSO,2013,2367112932
LSO,2014,2441063054
LSO,2015,2359686725
LSO,2016,2114426454
LSO,2017,2306741674
LSO,2018,2556247292
LSO,2019,2390702296
LSO,2020,2053338465
LBR,1990,384400000
LBR,1991,348000000
LBR,1992,223500000
LBR,1993,160400000
LBR,1994,132200000
LBR,1995,134800000
LBR,1996,159400000
LBR,1997,295900000
LBR,1998,359600000
LBR,1999,441800000
LBR,2000,874000000
LBR,2001,906000000
LBR,2002,927000000
LBR,2003,748000000
LBR,2004,897000000
LBR,2005,949000000
LBR,2006,1119000000
LBR,2007,1373000000
LBR,2008,1726000000
LBR,2009,1768000000
LBR,2010,1998000000
LBR,2011,2398000000
LBR,2012,2791614000
LBR,2013,3177198100
LBR,2014,3225652000
LBR,2015,3227075700
LBR,2016,3398419600
LBR,2017,3390703400
LBR,2018,3422754800
LBR,2019,3319596500
LBR,2020,3176126340
LBY,1990,28904183602
LBY,1991,31991821265
LBY,1992,33887047909
LBY,1993,30660051911
LBY,1994,28610549763
LBY,1995,25541379187
LBY,1996,27884615385
LBY,1997,30700897875
LBY,1998,27251301398
LBY,1999,35975860857
LBY,2000,38270954138
LBY,2001,34112093927
LBY,2002,20481889764
LBY,2003,26265625000
LBY,2004,33122307692
LBY,2005,47334691241
LBY,2006,60094231607
LBY,2007,68032978391
LBY,2008,86710767415
LBY,2009,60808562033
LBY,2010,75380825062
LBY,2011,48169263294
LBY,2012,92540938129
LBY,2013,75351107029
LBY,2014,57372355592
LBY,2015,48717501321
LBY,2016,49912073701
LBY,2017,67157452182
LBY,2018,76686029772
LBY,2019,72081962263
LBY,2020,65688454972
LIE,1990,1421509216
LIE,1991,1484160302
LIE,1992,1631177029
LIE,1993,1673085245
LIE,1994,1948129623
LIE,1995,2428525061
LIE,1996,2504012993
LIE,1997,2298389803
LIE,1998,2479699106
LIE,1999,2664105901
LIE,2000,2483889858
LIE,2001,2491800559
LIE,2002,2688618747
LIE,2003,3070803051
LIE,2004,3454373798
LIE,2005,3659319117
LIE,2006,4000102086
LIE,2007,4601429897
LIE,2008,5081479840
LIE,2009,4504375348
LIE,2010,5082337238
LIE,2011,5739706005
LIE,2012,5456102482
LIE,2013,6391708311
LIE,2014,6657526980
LIE,2015,6268515276
LIE,2016,6237302034
LIE,2017,6474308718
LIE,2018,6692620692
LIE,2019,6436467007
LIE,2020,6405870210
LTU,1995,7867140395
LTU,1996,8382519637
LTU,1997,10118631852
LTU,1998,11239547691
LTU,1999,10971583945
LTU,2000,11524776867
LTU,2001,12237388002
LTU,2002,14259781159
LTU,2003,18781721376
LTU,2004,22627507452
LTU,2005,26097677572
LTU,2006,30183575104
LTU,2007,39697891352
LTU,2008,47797551588
LTU,2009,37388122046
LTU,2010,37128694028
LTU,2011,43535051482
LTU,2012,42927454291
LTU,2013,46523420074
LTU,2014,48533659592
LTU,2015,41435533340
LTU,2016,43047309306
LTU,2017,47758736932
LTU,2018,53751411409
LTU,2019,54808531641
LTU,2020,56964942999
LUX,1990,12778792854
LUX,1991,13834219728
LUX,1992,15518702635
LUX,1993,15925521222
LUX,1994,17701798891
LUX,1995,20853093870
LUX,1996,20895314658
LUX,1997,19563836265
LUX,1998,20150053345
LUX,1999,21899317599
LUX,2000,21230182989
LUX,2001,21387533703
LUX,2002,23649833332
LUX,2003,29667268248
LUX,2004,35064843793
LUX,2005,37672280120
LUX,2006,42910146296
LUX,2007,51587401416
LUX,2008,58844277702
LUX,2009,54467289898
LUX,2010,56213985987
LUX,2011,61696281326
LUX,2012,59776383527
LUX,2013,65203276467
LUX,2014,68804811898
LUX,2015,60071584216
LUX,2016,62216885436
LUX,2017,65712180343
LUX,2018,71000359760
LUX,2019,69890505324
LUX,2020,73699366700
MAC,1990,3246481233
MAC,1991,3765249711
MAC,1992,4914365189
MAC,1993,5665606115
MAC,1994,6311207780
MAC,1995,7046147737
MAC,1996,7176892950
MAC,1997,7267570893
MAC,1998,6797792190
MAC,1999,6547670439
MAC,2000,6774193548
MAC,2001,6860272608
MAC,2002,7371692774
MAC,2003,8246479566
MAC,2004,10643253553
MAC,2005,12160056122
MAC,2006,14874098692
MAC,2007,18439981612
MAC,2008,21027018333
MAC,2009,21587786906
MAC,2010,28241798492
MAC,2011,36845888757
MAC,2012,43189721377
MAC,2013,51536595089
MAC,2014,54902831794
MAC,2015,45048190598
MAC,2016,45070808689
MAC,2017,50383871121
MAC,2018,55190661340
MAC,2019,55082293844
MAC,2020,25343525936
MDG,1990,3931334875
MDG,1991,3254713056
MDG,1992,3714966678
MDG,1993,4063298919
MDG,1994,3522227092
MDG,1995,3838100904
MDG,1996,4931861039
MDG,1997,4262965420
MDG,1998,4401967633
MDG,1999,4277903780
MDG,2000,4629247204
MDG,2001,5438332602
MDG,2002,5351701663
MDG,2003,6372498890
MDG,2004,5064732626
MDG,2005,5859269753
MDG,2006,6395712491
MDG,2007,8524620890
MDG,2008,10725137724
MDG,2009,9616879409
MDG,2010,9982711338
MDG,2011,11551819618
MDG,2012,11578975062
MDG,2013,12423555455
MDG,2014,12522957399
MDG,2015,11323020701
MDG,2016,11848613858
MDG,2017,13176313594
MDG,2018,13760033282
MDG,2019,14104664679
MDG,2020,13051441204
MWI,1990,2737087862
MWI,1991,3206783830
MWI,1992,2618837835
MWI,1993,3013392658
MWI,1994,1719864761
MWI,1995,2033701498
MWI,1996,3319573750
MWI,1997,3875785863
MWI,1998,2547609590
MWI,1999,2584478924
